,Balancing method,Imbalance %,Model name,Model ID,loss,acc,f1,precision,recall,mcc,auc,spearman,spearman_pval,runtime,samples_per_second,steps_per_second,epoch,ID
33,LLama_simple,50,DistilBERT,2,0.2933146357536316,0.9103211009174312,0.926184632811025,0.9589523064894449,0.8955823293172691,0.8153804005638597,0.9710924906512932,0.9848069807617048,2.2888344854823721e-07,41.9583,103.984,13.013,2.0,LLama_simple502
12,ROS,10,DistilBERT,4,1.221377968788147,0.8094036697247706,0.8247944339025932,0.9760479041916168,0.7141292442497261,0.6637978278503368,0.953970218826064,0.9665698144513026,5.248115668648561e-06,41.9298,104.055,13.022,2.0,ROS104
15,ROS,50,DistilBERT,3,0.3014923930168152,0.9057339449541284,0.9224966999811428,0.9539781591263652,0.8930266520627966,0.805400877261069,0.9708204136156536,0.9878787878787878,9.307459988955517e-08,42.1657,103.473,12.949,2.0,ROS503
1,Spelling_mistake,10,DistilBERT,0,0.7427929639816284,0.8346330275229358,0.852102564102564,0.972378277153558,0.7583059510770355,0.6979137630699697,0.959934854667394,0.9515151515151514,2.279854920641689e-05,41.9581,103.985,13.013,2.0,Spelling_mistake100
9,Spelling_mistake,10,DistilBERT,2,0.8573261499404907,0.8130733944954128,0.8288893554482469,0.9752964426877472,0.7207009857612268,0.6685042739113338,0.9604733780053194,0.9636363636363636,7.320974809529922e-06,42.0312,103.804,12.99,2.0,Spelling_mistake102
5,Spelling_mistake,10,DistilBERT,3,0.7920441031455994,0.8071100917431193,0.8225364000844061,0.9745,0.7115735669952538,0.6596243007474633,0.9606542371606328,0.9878787878787878,9.307459988955517e-08,42.3904,102.924,12.88,2.0,Spelling_mistake103
17,Spelling_mistake,20,DistilBERT,0,0.5075367093086243,0.8759174311926605,0.8938174681059863,0.9664685908319184,0.8313253012048193,0.7589012877617242,0.964486739510338,1.0,6.646897422032013e-64,41.75,104.503,13.078,2.0,Spelling_mistake200
9,Spelling_mistake,20,DistilBERT,1,0.4806514680385589,0.8775229357798165,0.8954581049334378,0.9653862389193753,0.8349762687112084,0.7610295637608921,0.9620247576588672,0.9632626970495626,7.62309597899516e-06,42.0551,103.745,12.983,2.0,Spelling_mistake201
31,Spelling_mistake,50,DistilBERT,1,0.3055312633514404,0.9128440366972476,0.9287856071964018,0.954177897574124,0.904709748083242,0.8186198498992909,0.9692492137807016,0.9878044218151566,9.53712822407752e-08,41.8388,104.281,13.05,2.0,Spelling_mistake501
16,Spelling_mistake,50,DistilBERT,3,0.3070381581783294,0.9041284403669724,0.9214285714285716,0.9496319256102286,0.8948521358159912,0.8010859760468261,0.9702691648203492,0.996965091635306,3.698093220209433e-10,42.2889,103.171,12.911,2.0,Spelling_mistake503
1,Summarization,10,DistilBERT,0,0.6314162015914917,0.8387614678899082,0.856501326801388,0.9712962962962964,0.7659729828404527,0.7034230495496854,0.958500369038264,0.9451395216446112,3.707957081777725e-05,41.9426,104.023,13.018,2.0,Summarization100
5,Summarization,10,DistilBERT,2,0.7194002270698547,0.8162844036697248,0.8335757323914398,0.9672131147540984,0.7323840817816721,0.6681402332851717,0.9539400380952896,0.9515151515151514,2.279854920641689e-05,42.2586,103.245,12.92,2.0,Summarization102
34,Summarization,50,DistilBERT,2,0.304680734872818,0.9071100917431192,0.9242849130678632,0.9471264367816092,0.9025191675794084,0.8058899203730565,0.9674694515823375,0.996965091635306,3.698093220209433e-10,41.9218,104.075,13.024,2.0,Summarization502
37,Summarization,50,DistilBERT,4,0.2833127081394195,0.9126146788990824,0.9298213298950084,0.9382899628252788,0.9215041986126324,0.8143088598042035,0.9691793926871188,1.0,6.646897422032013e-64,42.2195,103.341,12.932,2.0,Summarization504
18,Synonym replacement,20,DistilBERT,2,0.6197245717048645,0.8637614678899083,0.8818615751789977,0.9685452162516384,0.8094194961664841,0.7403505697580478,0.963494829522791,1.0,6.646897422032013e-64,42.2251,103.327,12.931,2.0,Synonym replacement202
29,Synonym replacement,50,DistilBERT,1,0.3201269805431366,0.90848623853211,0.9251547552054024,0.9513888888888888,0.9003285870755751,0.8096866174832925,0.9683308411707512,0.9787279253249042,8.73148286763856e-07,42.2119,103.359,12.935,2.0,Synonym replacement501
2,imbalanced,10,DistilBERT,0,0.4249406456947326,0.7938073394495413,0.8062917474682181,0.983701366982124,0.6830960204454181,0.6470548671527878,0.9617188962231068,1.0,6.646897422032013e-64,42.0644,103.722,12.98,2.0,imbalanced100
12,imbalanced,10,DistilBERT,4,0.3413593769073486,0.7972477064220184,0.8103818103818105,0.9823192927717108,0.6896677619569186,0.6508740090897889,0.9632096891857712,0.996965091635306,3.698093220209433e-10,42.346,103.032,12.894,2.0,imbalanced104
14,imbalanced,50,DistilBERT,2,0.2978877425193786,0.9091743119266056,0.9253675084809648,0.9563693026879626,0.8963125228185469,0.8124658955552,0.9706218739576108,0.9878787878787878,9.307459988955517e-08,42.1307,103.559,12.96,2.0,imbalanced502
17,imbalanced,50,DistilBERT,3,0.3092668950557709,0.905275229357798,0.9220018885741263,0.9550078247261344,0.891201168309602,0.8048944629399756,0.9690225204558912,0.996965091635306,3.698093220209433e-10,42.3546,103.011,12.891,2.0,imbalanced503
7,original,100,DistilBERT,0,0.2344653457403183,0.9174311926605504,0.9352051835853132,0.9222577209797655,0.9485213581599125,0.822102092125693,0.9708999195706048,1.0,6.646897422032013e-64,41.7565,104.487,13.076,2.0,original1000
8,paraphrase,10,DistilBERT,2,0.8210598826408386,0.8211009174311926,0.8374322634431014,0.9757163671685284,0.7334793720335889,0.6801901442054828,0.9603461234315313,0.9787279253249042,8.73148286763856e-07,42.3156,103.106,12.903,2.0,paraphrase102
14,paraphrase,10,DistilBERT,4,0.7908574938774109,0.8220183486238533,0.8383333333333334,0.9762251334303736,0.7345746622855056,0.681813107797196,0.9610691095941164,0.996965091635306,3.698093220209433e-10,41.9089,104.107,13.028,2.0,paraphrase104
8,paraphrase,20,DistilBERT,0,0.5144838094711304,0.8729357798165137,0.8907728706624605,0.9682811830261466,0.8247535596933188,0.7549149120483274,0.965269186217136,0.9878044218151566,9.53712822407752e-08,41.987,103.913,13.004,2.0,paraphrase200
12,paraphrase,50,DistilBERT,0,0.2971395552158355,0.9103211009174312,0.9266829176823552,0.9525828835774864,0.9021540708287696,0.8134517398633861,0.9716091667438076,0.9726488698881034,2.3689349006384747e-06,42.3947,102.914,12.879,2.0,paraphrase500
38,paraphrase,50,DistilBERT,3,0.2946729660034179,0.9128440366972476,0.9289719626168224,0.9517426273458444,0.9072654253377144,0.8179452351179667,0.9706903436751888,0.960490759014502,1.0163235882999593e-05,42.3452,103.034,12.894,2.0,paraphrase503
