,Balancing method,Imbalance %,Model name,Model ID,acc,f1,precision,recall,mcc,auc,spearman,spearman_pval,ID
171,LLama_complex,50,LSTM,1,0.6385514554205821,0.7027332704995287,0.7269890795631825,0.6800437796424662,0.2439455859732411,0.673700297487439,0.9878787878787878,9.307459988955517e-08,LLama_complex501LSTM
172,LLama_simple,50,LSTM,1,0.6360302544121018,0.7007161703731625,0.724756335282651,0.678219627873039,0.2385428496068959,0.6701223958602776,0.9757575757575756,1.4675461874042197e-06,LLama_simple501LSTM
174,ROS,50,LSTM,1,0.6025670410268165,0.6599999999999999,0.7134378974141585,0.614009485589201,0.1912767794549482,0.6420174128894429,0.9878787878787878,9.307459988955517e-08,ROS501LSTM
175,Spelling_mistake,50,LSTM,1,0.6690350676140271,0.7416815742397138,0.7276237276237276,0.756293323604524,0.2821077236946528,0.6972668313426611,0.9878787878787878,9.307459988955517e-08,Spelling_mistake501LSTM
176,Summarization,50,LSTM,1,0.656429062571625,0.7172231654404829,0.742578125,0.6935425027362276,0.281921460338246,0.6984511804353761,1.0,6.646897422032013e-64,Summarization501LSTM
178,Synonym replacement,50,LSTM,1,0.6346550538620216,0.6919211441824508,0.7357172215371969,0.6530463334549435,0.2497033676908265,0.6681167286188494,0.9878787878787878,9.307459988955517e-08,Synonym replacement501LSTM
180,imbalanced,50,LSTM,1,0.6060050424020169,0.6749858196256381,0.7005494505494505,0.6512221816855163,0.1772870592986714,0.6318851607615282,0.9878787878787878,9.307459988955517e-08,imbalanced501LSTM
182,paraphrase,50,LSTM,1,0.6866834746733899,0.7635357204635876,0.7259868421052632,0.8051805910251733,0.3066028584652575,0.709017990050163,1.0,6.646897422032013e-64,paraphrase501LSTM
184,Contextual_word_embedding,50,LSTM,2,0.6630758652303461,0.7423764458464773,0.7143338954468803,0.7727106895293688,0.2594473556139498,0.6866963104449896,1.0,6.646897422032013e-64,Contextual_word_embedding502LSTM
186,LLama_complex,50,LSTM,2,0.6023378409351364,0.6674333908376462,0.7031502423263328,0.6351696461145567,0.1775622412854697,0.6347890709241903,0.9515151515151514,2.279854920641689e-05,LLama_complex502LSTM
188,LLama_simple,50,LSTM,2,0.6151730460692184,0.6687709607417637,0.7280927835051546,0.6183874498358264,0.2209967120406319,0.662779004125597,1.0,6.646897422032013e-64,LLama_simple502LSTM
189,ROS,50,LSTM,2,0.644052257620903,0.7068151784028697,0.7323943661971831,0.6829624224735498,0.2563272194555343,0.687315082518688,0.9878787878787878,9.307459988955517e-08,ROS502LSTM
191,Spelling_mistake,50,LSTM,2,0.6484070593628237,0.7145515444733904,0.7292062286365363,0.700474279460051,0.2577476685475348,0.6784103653206931,0.9878787878787878,9.307459988955517e-08,Spelling_mistake502LSTM
193,Summarization,50,LSTM,2,0.6410726564290625,0.7157894736842105,0.7121704586493319,0.7194454578620941,0.2289050499871852,0.6682616935775912,1.0,6.646897422032013e-64,Summarization502LSTM
194,Synonym replacement,50,LSTM,2,0.6328214531285813,0.6936902485659656,0.7288067496986742,0.6618022619481941,0.2398271495487483,0.6626946567873065,1.0,6.646897422032013e-64,Synonym replacement502LSTM
196,imbalanced,50,LSTM,2,0.6600962640385056,0.7346573626766862,0.7208567415730337,0.748996716526815,0.2627667412465242,0.6782146794958593,0.9878787878787878,9.307459988955517e-08,imbalanced502LSTM
197,paraphrase,50,LSTM,2,0.6282374512949805,0.6616604088443888,0.772528007793473,0.578620941262313,0.281469708546129,0.7015286211886812,0.996965091635306,3.698093220209433e-10,paraphrase502LSTM
199,Contextual_word_embedding,50,LSTM,3,0.6154022461608984,0.6615570794675272,0.7397383852052323,0.5983217803721269,0.2345048142647313,0.6583693252797744,0.9787279253249042,8.73148286763856e-07,Contextual_word_embedding503LSTM
201,LLama_complex,50,LSTM,3,0.5966078386431355,0.654766575127501,0.7081035214255409,0.6089018606348048,0.179135603992374,0.6308157489751236,0.9878787878787878,9.307459988955517e-08,LLama_complex503LSTM
203,LLama_simple,50,LSTM,3,0.6094430437772175,0.6698953893839598,0.7141676992978109,0.6307916818679314,0.1985290742355069,0.6319618606078137,1.0,6.646897422032013e-64,LLama_simple503LSTM
205,ROS,50,LSTM,3,0.6841622736649094,0.7439613526570048,0.7580461946232487,0.7303903684786575,0.3326418159476019,0.7252654242041322,1.0,6.646897422032013e-64,ROS503LSTM
206,Spelling_mistake,50,LSTM,3,0.7031858812743526,0.783191026284949,0.723700495049505,0.8533381977380518,0.3339219141243043,0.7400678197585102,0.9878787878787878,9.307459988955517e-08,Spelling_mistake503LSTM
207,Summarization,50,LSTM,3,0.5856062342424937,0.6396970904742926,0.7048748353096179,0.5855527179861364,0.1656800837443132,0.6241712030539585,0.9515151515151514,2.279854920641689e-05,Summarization503LSTM
209,Synonym replacement,50,LSTM,3,0.6724730689892275,0.7371712341364722,0.7433234421364985,0.7311200291864283,0.3028446287716324,0.7073295812638245,0.9878787878787878,9.307459988955517e-08,Synonym replacement503LSTM
211,imbalanced,50,LSTM,3,0.6992894797157919,0.7786027674654066,0.7243328100470957,0.8416636264137176,0.326956334492279,0.7158344920783228,1.0,6.646897422032013e-64,imbalanced503LSTM
212,paraphrase,50,LSTM,3,0.6541370616548247,0.7294244217321141,0.7172073342736248,0.7420649398029916,0.250889152433656,0.6729099066960991,0.9757575757575756,1.4675461874042197e-06,paraphrase503LSTM
214,Contextual_word_embedding,50,LSTM,4,0.6944762777905111,0.7755514396363024,0.7201375859912446,0.8402043049981759,0.3150632040181081,0.7035324890202258,1.0,6.646897422032013e-64,Contextual_word_embedding504LSTM
216,LLama_complex,50,LSTM,4,0.637176254870502,0.7052690374231987,0.7201520912547529,0.6909886902590295,0.2342979849528122,0.6704407789465445,0.9878787878787878,9.307459988955517e-08,LLama_complex504LSTM
218,LLama_simple,50,LSTM,4,0.668347467338987,0.7414686439163838,0.7265406162464986,0.7570229843122948,0.2800239943339855,0.6956429763858943,1.0,6.646897422032013e-64,LLama_simple504LSTM
220,ROS,50,LSTM,4,0.5773550309420123,0.6374360990955564,0.6912579957356076,0.5913900036483035,0.1405718186696248,0.6096436673592895,0.9393939393939392,5.484052998513666e-05,ROS504LSTM
221,Spelling_mistake,50,LSTM,4,0.7270226908090763,0.7948320413436692,0.7529373368146214,0.8416636264137176,0.3962881901080251,0.7570444647677794,0.9878787878787878,9.307459988955517e-08,Spelling_mistake504LSTM
222,Summarization,50,LSTM,4,0.5757506303002521,0.6547285954113039,0.6698473282442748,0.6402772710689529,0.1055610384377446,0.5795180595523697,0.9151515151515152,0.0002044724061488,Summarization504LSTM
223,Synonym replacement,50,LSTM,4,0.6332798533119414,0.6974281391830559,0.723989006674519,0.6727471725647574,0.2346430299202506,0.6686600379405574,1.0,6.646897422032013e-64,Synonym replacement504LSTM
225,imbalanced,50,LSTM,4,0.6617006646802659,0.7223476297968398,0.7456310679611651,0.700474279460051,0.2915107751824704,0.7035631914513635,0.9878787878787878,9.307459988955517e-08,imbalanced504LSTM
226,paraphrase,50,LSTM,4,0.6931010772404309,0.7580849141824751,0.7508947745168217,0.76541408245166,0.3386885245524946,0.7327987661446429,1.0,6.646897422032013e-64,paraphrase504LSTM
14,original,100,LSTM,0,0.6784322713729085,0.7626459143968872,0.7110410094637224,0.8223276176577892,0.279295333100903,0.7034244119640963,1.0,6.646897422032013e-64,original1000LSTM
