,Unnamed: 0,Balancing method,Imbalance %,Model name,Model ID,acc,f1,precision,recall,mcc,auc,spearman,spearman_pval
56,109,Synonym replacement,20,SVM,1,0.54,0.1481481481481481,1.0,0.08,0.2041241452319315,0.8311,0.9573348703109936,1.3767647149144003e-05
57,74,imbalanced,20,SVM,1,0.715,0.6122448979591837,0.9574468085106383,0.45,0.5070768820020113,0.8684000000000001,0.9757575757575756,1.4675461874042197e-06
58,116,Contextual_word_embedding,20,SVM,2,0.525,0.0952380952380952,1.0,0.05,0.1601281538050871,0.8604,0.9756278933105668,1.4989656502286903e-06
59,27,LLama,20,SVM,2,0.665,0.524822695035461,0.902439024390244,0.37,0.4087177033939788,0.8755,0.9695302189773756,3.634851475785749e-06
60,52,LLama_complex,20,SVM,2,0.67,0.5285714285714286,0.925,0.37,0.425,0.8839000000000001,0.9695302189773756,3.634851475785749e-06
61,32,ROS,20,SVM,2,0.525,0.0952380952380952,1.0,0.05,0.1601281538050871,0.8627,0.9726488698881034,2.3689349006384747e-06
62,108,Spelling_mistake,20,SVM,2,0.525,0.0952380952380952,1.0,0.05,0.1601281538050871,0.8614999999999999,0.996965091635306,3.698093220209433e-10
63,3,Summarization,20,SVM,2,0.535,0.1913043478260869,0.7333333333333333,0.11,0.1328821194053498,0.7363999999999999,0.8247129895615292,0.0033233431629506
64,62,Synonym replacement,20,SVM,2,0.525,0.0952380952380952,1.0,0.05,0.1601281538050871,0.8631,0.9848069807617048,2.2888344854823721e-07
65,12,imbalanced,20,SVM,2,0.745,0.6751592356687899,0.9298245614035088,0.53,0.5427385042898359,0.8954,0.9726488698881034,2.3689349006384747e-06
66,114,Contextual_word_embedding,20,SVM,3,0.525,0.0952380952380952,1.0,0.05,0.1601281538050871,0.866,1.0,6.646897422032013e-64
67,17,LLama,20,SVM,3,0.685,0.553191489361702,0.951219512195122,0.39,0.4582592431993095,0.8623999999999999,0.9787279253249042,8.73148286763856e-07
68,86,LLama_complex,20,SVM,3,0.685,0.553191489361702,0.951219512195122,0.39,0.4582592431993095,0.865,0.9939209163101398,5.9314227149526886e-09
69,57,ROS,20,SVM,3,0.52,0.0769230769230769,1.0,0.04,0.1428571428571428,0.868,0.9939209163101398,5.9314227149526886e-09
70,115,Spelling_mistake,20,SVM,3,0.525,0.0952380952380952,1.0,0.05,0.1601281538050871,0.8649,0.9848069807617048,2.2888344854823721e-07
71,92,Summarization,20,SVM,3,0.515,0.1415929203539823,0.6153846153846154,0.08,0.0608455435736127,0.7343999999999999,0.8957729539441791,0.0004544852313689
72,79,Synonym replacement,20,SVM,3,0.525,0.0952380952380952,1.0,0.05,0.1601281538050871,0.8694999999999999,0.9939209163101398,5.9314227149526886e-09
73,26,imbalanced,20,SVM,3,0.775,0.7169811320754716,0.9661016949152542,0.57,0.6030136281623236,0.897,0.9602850618046588,1.037394751873448e-05
74,10,Contextual_word_embedding,20,SVM,4,0.525,0.0952380952380952,1.0,0.05,0.1601281538050871,0.8237,0.9300954818304988,9.596084056886828e-05
75,70,LLama,20,SVM,4,0.66,0.4925373134328358,0.9705882352941176,0.33,0.4259478944520016,0.8455999999999999,0.9361745372672996,6.718873258402915e-05
76,25,LLama_complex,20,SVM,4,0.65,0.4696969696969696,0.96875,0.31,0.4091585441924857,0.8492,0.9848069807617048,2.2888344854823721e-07
77,53,ROS,20,SVM,4,0.525,0.0952380952380952,1.0,0.05,0.1601281538050871,0.8223,0.9817255676437576,4.773070226572784e-07
78,104,Spelling_mistake,20,SVM,4,0.52,0.0769230769230769,1.0,0.04,0.1428571428571428,0.8241,0.9939209163101398,5.9314227149526886e-09
79,122,Summarization,20,SVM,4,0.545,0.1946902654867256,0.8461538461538461,0.11,0.1825366307208382,0.72275,0.807373427759331,0.0047397661498704
80,93,Synonym replacement,20,SVM,4,0.52,0.0943396226415094,0.8333333333333334,0.05,0.1172420763521098,0.8241,0.9602850618046588,1.037394751873448e-05
81,51,imbalanced,20,SVM,4,0.715,0.6274509803921569,0.9056603773584906,0.48,0.4871602597982885,0.8787999999999999,0.9665698144513026,5.248115668648561e-06
82,15,Contextual_word_embedding,50,SVM,0,0.785,0.7425149700598802,0.9253731343283582,0.62,0.6038257560836746,0.91295,0.996965091635306,3.698093220209433e-10
83,102,LLama,50,SVM,0,0.825,0.8066298342541436,0.9012345679012346,0.73,0.662060025631486,0.9122,0.960490759014502,1.0163235882999593e-05
84,106,LLama_complex,50,SVM,0,0.82,0.8021978021978022,0.8902439024390244,0.73,0.6506269434897958,0.909,0.9756278933105668,1.4989656502286903e-06
85,99,ROS,50,SVM,0,0.78,0.7349397590361445,0.9242424242424242,0.61,0.5954751740827587,0.9142,0.996965091635306,3.698093220209433e-10
86,38,Spelling_mistake,50,SVM,0,0.77,0.7228915662650602,0.9090909090909092,0.6,0.5742082035798031,0.9196,0.9817255676437576,4.773070226572784e-07
87,11,Summarization,50,SVM,0,0.805,0.7796610169491525,0.8961038961038961,0.69,0.6268042271913956,0.8856999999999999,0.9939209163101398,5.9314227149526886e-09
88,66,Synonym replacement,50,SVM,0,0.785,0.7425149700598802,0.9253731343283582,0.62,0.6038257560836746,0.9123,0.9848069807617048,2.2888344854823721e-07
89,29,Translation,50,SVM,0,0.795,0.768361581920904,0.8831168831168831,0.68,0.6062532689228253,0.8940999999999999,0.9446064278852112,3.851680770808916e-05
90,112,imbalanced,50,SVM,0,0.795,0.7783783783783784,0.8470588235294118,0.72,0.5967516501605249,0.913,0.9908673886137244,3.010166323417494e-08
91,117,Contextual_word_embedding,50,SVM,1,0.805,0.7719298245614035,0.9295774647887324,0.66,0.6373908218061171,0.9087,0.996965091635306,3.698093220209433e-10
92,105,LLama,50,SVM,1,0.83,0.8152173913043479,0.8928571428571429,0.75,0.6686137412403139,0.91035,0.9878044218151566,9.53712822407752e-08
93,123,LLama_complex,50,SVM,1,0.825,0.8108108108108107,0.8823529411764706,0.75,0.6574382586514257,0.91365,0.9724227787367284,2.4475693922345286e-06
94,35,ROS,50,SVM,1,0.82,0.7906976744186047,0.9444444444444444,0.68,0.6666666666666666,0.9091,0.9756278933105668,1.4989656502286903e-06
95,85,Spelling_mistake,50,SVM,1,0.815,0.7836257309941521,0.943661971830986,0.67,0.6582888815374651,0.9125,0.9848069807617048,2.2888344854823721e-07
96,113,Summarization,50,SVM,1,0.81,0.7888888888888889,0.8875,0.71,0.6327848502189877,0.8892,0.9451395216446112,3.707957081777725e-05
97,50,Synonym replacement,50,SVM,1,0.82,0.7906976744186047,0.9444444444444444,0.68,0.6666666666666666,0.9095,0.9665698144513026,5.248115668648561e-06
98,45,Translation,50,SVM,1,0.81,0.7888888888888889,0.8875,0.71,0.6327848502189877,0.9009,0.9726488698881034,2.3689349006384747e-06
99,18,imbalanced,50,SVM,1,0.835,0.8196721311475409,0.9036144578313252,0.75,0.6798965315285811,0.918,0.9573348703109936,1.3767647149144003e-05
100,21,Contextual_word_embedding,50,SVM,2,0.77,0.7160493827160493,0.935483870967742,0.58,0.5837923125869543,0.9239,0.9757575757575756,1.4675461874042197e-06
101,2,LLama,50,SVM,2,0.81,0.7934782608695652,0.8690476190476191,0.73,0.6280916963166585,0.9087,0.9848069807617048,2.2888344854823721e-07
102,24,LLama_complex,50,SVM,2,0.81,0.7934782608695652,0.8690476190476191,0.73,0.6280916963166585,0.9119,0.996965091635306,3.698093220209433e-10
103,96,ROS,50,SVM,2,0.77,0.7160493827160493,0.935483870967742,0.58,0.5837923125869543,0.9245,0.9939209163101398,5.9314227149526886e-09
104,121,Spelling_mistake,50,SVM,2,0.81,0.7764705882352942,0.9428571428571428,0.66,0.6499365987675894,0.9289,0.9757575757575756,1.4675461874042197e-06
105,77,Summarization,50,SVM,2,0.78,0.7555555555555556,0.85,0.68,0.5715476066494083,0.8924000000000001,0.9817255676437576,4.773070226572784e-07
